Country Code,Name,Location,System ID,URL,Auto-Discovery URL,Supported Versions,Authentication Info URL,Authentication Type,Authentication Parameter Name
PT,Bird Braga,Braga,bird-braga,https://www.bird.co,https://mds.bird.co/gbfs/v2/public/braga/gbfs.json,1.1 ; 2.3,,,
PT,Bird Cascais,Cascais,bird-cascais,https://www.bird.co,https://mds.bird.co/gbfs/v2/public/cascais/gbfs.json,1.1 ; 2.3,,,
PT,Bird Lisbon,Lisbon,bikr-lisbon,https://www.bird.co,https://mds.bird.co/gbfs/v2/public/lisbon/gbfs.json,1.1 ; 2.3,,,
PT,Bird Matosinhos,Matosinhos,bird-matosinhos,https://www.bird.co,https://mds.bird.co/gbfs/v2/public/matosinhos/gbfs.json,1.1 ; 2.3,,,
PT,Bird Porto,Porto,bird-porto,https://www.bird.co,https://mds.bird.co/gbfs/v2/public/porto/gbfs.json,1.1 ; 2.3,,,
PT,Bora,Viseu Dão Lafões,bora_viseu,https://www.cimvdl.pt/bora/,https://gbfs.primelayer.pt/gbfs-smartmobility/gbfs/v3/gbfs.json,3.0,,,
PT,Demoland Loule,Great Britain,nextbike_tb,https://www.nextbike.de/de/,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tb/gbfs.json,2.3,,,
PT,TubaBike (Barcelos),Barcelos,nextbike_bx,https://www.tubabike.pt/,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bx/gbfs.json,2.3,,,
